,Unnamed: 0,User,User_statuses_count,user_followers,fav_count,User_location,Tweets,scores,compound,sentiment_type
0,0,Susan APRIL Steinkoenig,18402,672,0,"San Francisco, CA",Parc 55 Hilton Hotel San Francisco 100 block Mason St./Eddy St./Ellis St./Cyril Magnin St. Next to Powell Street tr… https://t.co/msMAJeKF6W,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4404}",-0.4404,NEGATIVE
1,1,Shawnny,2464,116,0,,I fucking hate Bank of America.,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.6115}",-0.6115,NEGATIVE
2,2,WBZ NewsRadio,177468,45630,0,Boston,One Of America's Most Wanted Bank Robbers Is Identified In Lynnfield https://t.co/xma2A9VTsX,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
3,3,Marie Wilson,7258,117,0,,The right wing in America wastes their lives being useful puppets on behalf of an ever increasingly insidious manip… https://t.co/n6f2knaiSA,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,POSITIVE
4,4,"MIA: Decorative Arts, Textiles and Sculpture (Bot)",8453,3532,0,"Minneapolis, MN","Girard Model Works, Inc., ""Bank of America Cash Drawer (registering)"" still bank, 20th century… https://t.co/OwDg55YVmk","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
5,5,GreenNewDeal,55552,2046,0,,"RT @IndLeftNews: New video by @NaysGarden  @NaysGardenShow: Bank of America goes KOO KOO for CRYPTO! https://t.co/TPkO721zK1
❤️/share/follo…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
6,6,Kathy Nixon,48,0,0,,Bank of America is a FRAUDULENT Institution if you have an account there and you are a person of color run and get… https://t.co/aZsRMH8tSN,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.6037}",-0.6037,NEGATIVE
7,7,Bank of America Help,903234,126936,0,https://bit.ly/2U2HFX9,@aletamosquito Hi. We're very sorry to hear this and would like to see how we can help. If you happen to have any q… https://t.co/zdzjzvSJvX,"{'neg': 0.055, 'neu': 0.764, 'pos': 0.181, 'compound': 0.5584}",0.5584,POSITIVE
8,8,Christopher J. Berry,10675,2717,0,"Brighton, MI","Funding for a carbon-free economy is infinite if there’s a revenue stream, says Bank of America’s Brian Moynihan.… https://t.co/tiAGvZKWye","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
9,9,Kathy Nixon,48,0,0,,Bank of America stole thousands of dollars from me when I took my check into their Institution and opened up an acc… https://t.co/ozEkZ1cM5B,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10,10,Kathy Nixon,48,0,0,,Bank of America has racially profiled me literally stole thousands of dollars from me now that I'm speaking up they… https://t.co/t8nfoJkdGA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11,11,Kathy Nixon,48,0,0,,"Bank of America is a FRAUDULENT, THIEVING Institution that racial profile people of color and then if you have a ch… https://t.co/pV2WTrNFCT","{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.6037}",-0.6037,NEGATIVE
12,12,Kathy Nixon,48,0,0,,Bank of America stole thousands of dollars from me literally now they want to put me in a banking system as a fraud… https://t.co/0tyfz4q3ff,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}",0.0772,POSITIVE
13,13,Kathy Nixon,48,0,0,,Bank of America think that they can get away with putting you into banking system as a fraudulent check carrier whe… https://t.co/jgvWkrhaiV,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.4939}",-0.4939,NEGATIVE
14,14,Kathy Nixon,48,0,0,,People Bank of America is nothing other than a Prejudice Institution and an organized crime banking Institution run… https://t.co/H2MKWbVmwh,"{'neg': 0.158, 'neu': 0.721, 'pos': 0.122, 'compound': -0.2018}",-0.2018,NEGATIVE
15,15,RickWu,38855,10177,0,The Corn Hole,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.5994}",-0.5994,NEGATIVE
16,16,Really? I'm gobsmacked,42443,2033,0,Pacific NW,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}",0.2732,POSITIVE
17,17,IndependentLeft.news & Leftists.today,28876,2775,1,,"New video by @NaysGarden  @NaysGardenShow: Bank of America goes KOO KOO for CRYPTO! https://t.co/TPkO721zK1
❤️/shar… https://t.co/EtOvHiNz8G","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
18,18,.,43010,780,0,"Atlanta, GA",Bank of America got me fucked up,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.6597}",-0.6597,NEGATIVE
19,19,Tom B. Taker 🧊,152025,3424,0,"Shouts from the Abyss, #PDX OR","Just saw two female popo rousting riff raff from the Bank of America ATM antechamber. Too bad, because I was gonna… https://t.co/rI7MYtCKrL","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5423}",-0.5423,NEGATIVE
20,20,TexasTruther33,155,22,0,,"@hrkbenowen If a burglar is in my house,  im calling the police not BLM ... 
Bc they would join the burglar and ste… https://t.co/dhqwbYWyd5","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}",0.296,POSITIVE
21,21,Nathan Dill,34,2,0,,@EriMRdgz Like I said before the Bank of America stadium is in Charlotte North Carolina,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,POSITIVE
22,22,TeslaJoe,19013,564,0,"ÜT: 40.522688,-74.661111",@teslafsdbeta Bank of America does - would bug me if I could not just copy it for transfers.  Guess you could alway… https://t.co/YBvQot07To,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
23,23,Nathan Dill,34,2,0,,@EriMRdgz Because the Bank of America stadium is in charlotte NC! ( NORTH Carolina),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
24,24,Regional Outreach Bureau TN&Puducherry,42063,1508,0,Chennai,RT @pibchennai: Global Supply chains should not only be based only on cost but also on trust. Trade must grow in a mutually beneficial and…,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8519}",0.8519,POSITIVE
25,25,Shawn Farner,385,28,0,"Houston, TX",Whoever designed the new Twitter sign-up experience should go work for Bank of America instead.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
26,26,biology stan acc,193869,1162,0,,RT @prettyboiitom: @BankofAmerica yo why my man ain’t tell me he did an ad for bank of america…he look realll good tho https://t.co/FZAUEmr…,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}",0.4404,POSITIVE
27,27,Bharat Adarkar,868,46,0,"Pune, India","Chase, Wells Fargo, Bank of America, and Citibank customers! Are you tired of your money being used to invest in th… https://t.co/mnDC2qPBLw","{'neg': 0.127, 'neu': 0.794, 'pos': 0.079, 'compound': -0.2942}",-0.2942,NEGATIVE
28,28,19keys,152,0,0,"California, USA",RT @Blockworks_: JUST IN: Bank of America COO says that offering loans against crypto assets could be a possibility in the future https://t…,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.1779}",0.1779,POSITIVE
29,29,Isaac Cook,5955,376,0,,RT @El_Liaison: Wonder how electric Bank Of America Stadium will be next sunday when this moment happens.... https://t.co/aZax9X6rSX,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
30,30,Johnny42 ☘☘☘,3069,38,0,"Phoenix, AZ🇺🇲🇺🇸🇺🇲",@BankofAmerica @Jenisplendid @jenisicecreams Bank of America will turn you in for a pat on the head.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
31,31,Bet In Crypto,9343,257,0,,"Bank of America Survey: ‘Long Bitcoin’ Is Most Crowded Trade, 75% of Fund Managers See BTC as Bubble

Toplist Crypt… https://t.co/XPffDaALHy","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
32,32,b. maat,109198,841,2,,@patriciamdavis @joebev49 corporate america and american govt are now wedded at the hip in their own version of the… https://t.co/i9bH2wK6Ug,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
33,33,StixO,64766,471,0,I.E. Cali ,RT @El_Liaison: Wonder how electric Bank Of America Stadium will be next sunday when this moment happens.... https://t.co/aZax9X6rSX,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
34,34,Nkembe Etoupe Jean Albert,15993,330,0,"Littoral, Cameroon",RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
35,35,Glizzy Goddess Gang.,285960,1417,0,"West Oak Lane, Philadelphia",On my momma Bank of America got me fucked up yo,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.6597}",-0.6597,NEGATIVE
36,36,Talisker J. Fernly,141285,266,0,Essos,"@phfameeee If it's Wells Fargo or Bank of America, you better hurry 😂😂","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.5994}",0.5994,POSITIVE
37,37,Romain Dion,50772,2770,0,France,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
38,38,Ace Boogie Revenge Tour,8009,288,0,,RT @El_Liaison: Wonder how electric Bank Of America Stadium will be next sunday when this moment happens.... https://t.co/aZax9X6rSX,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
39,39,Jeff Albrecht,37674,666,0,Mesa,"@RadioFreeTom Bank of America on Sherman Way in Canoga park intersection with Topanga Canyon blvd.
 
Red vw type 3 Squareback","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
40,40,H,44898,1939,0,,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
41,41,𝐵𝑖𝑔 𝑉𝑖𝑐𝑘 𝐸𝑛𝑒𝑟𝑔𝑦⚡️,45218,691,0,parts unknown,RT @El_Liaison: Wonder how electric Bank Of America Stadium will be next sunday when this moment happens.... https://t.co/aZax9X6rSX,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
42,42,#rememberJan6,188142,34504,0,,RT @Captain_ObVeus: @DeplorableChoir Again there was a 5 mile long line of thousands of cars for a food bank in Dallas Texas this weekend.…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
43,43,Roland The Headless Thompson Twin,4642,150,0,,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.5994}",-0.5994,NEGATIVE
44,44,WORLD,4859,29,0,,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
45,45,The Moorings,10558,571,0,"Indianapolis, Indiana",RT @NewfieldsToday: Un-brr-lievable! Tickets for Winterlights presented by Bank of America are selling fast. Don't miss your chance to expe…,"{'neg': 0.095, 'neu': 0.838, 'pos': 0.067, 'compound': -0.1501}",-0.1501,NEGATIVE
46,46,ChéLa,20227,1209,2,always in production,How is Roses on Portsmouth Blvd still open but Bank of America is not? 😂. Cuz the grandmas run this side of town an… https://t.co/ue38OVW9GH,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
47,47,💎 Anthony N Carrillo 🌟,77562,884,0,🇻🇦🇲🇽🇺🇸🇪🇪🇪🇺,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
48,48,Ana B. Gutierrez,40959,884,0,El Mundo,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
49,49,Bank of America Help,903234,126936,0,https://bit.ly/2U2HFX9,"@thernandez_pr Hi there, we're very sorry to hear this and would like to see how we can help. If you happen to have… https://t.co/PeVuJOxkLk","{'neg': 0.057, 'neu': 0.756, 'pos': 0.187, 'compound': 0.5584}",0.5584,POSITIVE
50,50,Mal,4782,136,0,"Fort Lauderdale, FL",@JayRRogers @justbrestill Bank of America.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
51,51,🕉💭 🔯 🌟 🇮🇳,368329,876,0,Mumbai🇮🇳,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
52,52,GIVEN DLUDLU,4808,357,0,Anfield ,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
53,53,THE WHITE DIAMOND,2216,16,0,India,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
54,54,Renee Shatanoff,736072,2815,0,,RT @Forbes: Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being sold compared…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
55,55,Scorchedmirth,28638,654,0,"Ontario, Canada",RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.5994}",-0.5994,NEGATIVE
56,56,#ComunismoÉCrime,3316,13,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
57,57,"Stu, For Real",161328,7144,0, impulsive twitter,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.5994}",-0.5994,NEGATIVE
58,58,Forbes,336012,17213533,53,"New York, NY",Bank of America analyst Robert Ohmes reported that birth rates are rising and 13% more pregnancy tests are being so… https://t.co/mkwfffPpEW,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
59,59,Marcus Smith,3699,335,66,Sparkle City,Wonder how electric Bank Of America Stadium will be next sunday when this moment happens.... https://t.co/aZax9X6rSX,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
60,60,WarriorRanch,587,78,0,"New York, USA","Wow, our warmest THANKS go to Pink Tie, NorthFork Gateway at Ridge, TiedIn, Tied in America,  Dime Community Bank,… https://t.co/Eok5kbjoW1","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.8788}",0.8788,POSITIVE
61,61,ポップキャンディークッキー!! 〜,37,77,1,ㅤㅤㅤㅤㅤㅤㅤ私たちのファンに、私たちはあなたを愛しています,/ bank of america rp account?? https://t.co/SufQPwIMlZ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
62,62,Quigley.eth 👾,96326,35801,0,United States 🇺🇲,RT @NoKapRich: I’m literally about to physically combust in Bank of America.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
63,63,Sharkbait 🦈,724,7,1,,Bank of America got $200-$300 in fees from me in 2014 but now that the class action has settled I’ve been paid out… https://t.co/4S8QGCvtBA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
64,64,srikanth . V ஸ்ரீகாந்த்,89409,246,0,"Mumbai, India","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
65,65,Jannybanny,14518,47,0,,"@seanhannity The frustration for me, single mom, nurse, is that all of this could have been avoided. They have wrec… https://t.co/lEBJCiMCmN","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.6705}",-0.6705,NEGATIVE
66,66,Dragon Jo,264004,3797,0,Meet me somewhere in the middle.,RT @CNN: Americans are getting hammered by high prices at the pump. Bank of America thinks the pain may just be getting started. https://t.…,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
67,67,Badger,45,11,0,,RT @NoKapRich: I’m literally about to physically combust in Bank of America.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
68,68,"rich Ω (3,3) 🧙🏽‍♂️",90192,14446,39,"Los Angeles, CA",I’m literally about to physically combust in Bank of America.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
69,69,thomas dubrick,96620,820,0,"Anderson, In","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
70,70,UC Davis Eye Center,231,298,2,World Wide,"Congratulations to Jennifer Li,MD who received the R. Townley Paton Award.The highest award to a physician given by… https://t.co/a4wwCQ2mHm","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8126}",0.8126,POSITIVE
71,71,Dem Apples,212,507,0,,"#XRP Get Ready …🚀🚀🚀🌕
Bridge currency of the 🌎
Bank of America 
#Bitcoin   #XRP #Visa #cryptocurrency #Blockchain… https://t.co/yAqBGDSs4R","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,POSITIVE
72,72,Nays Garden (3x daily podcasts!),35273,3537,1,Mountains of Northern CA ,Bank of America goes KOO KOO for CRYPTO! https://t.co/3yWNaYP6Er,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
73,73,Y. Lertcharoenchok,127551,52,0,Bangkok,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
74,74,cunmarket.com,402997,785,0,"eileenlovercheck,webster, tx","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
75,75,HTK🇧🇷,29760,262,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
76,76,Jeno Long,1733,28,0,,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
77,77,DigitalJaybrrrr,135904,4605,0,"Seattle, WA (S.E. King County)","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
78,78,Pedro Miranda,23821,2894,0,Iúna ES ,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
79,79,PennyPennyPenny,79143,548,0,ADOS,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
80,80,🇺🇸🇺🇸princss6 #Reparations,301275,8519,0,"Atlanta, GA","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
81,81,Bucaroscampeon2024,11825,1162,0,Pueblo donde no tenemos miedo.,RT @AIexander_DEcon: @RWMaloneMD It is all linked to the planned economic reforms backed by the IMF &amp; World Bank and given oxygen via the U…,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.0258}",0.0258,POSITIVE
82,82,DreamChaser,42281,619,0,Jacksonville Florida ,Bank of America be pissing me off so bad,"{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.8015}",-0.8015,NEGATIVE
83,83,Pablo de la Macorra Canals,338365,2274,0,Barcelona.,"The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.co/AmbJmxZwtd","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
84,84,Unpredictable➰,13810,1138,0,LBC ✈️ Atlanta ,If I have to get a new card one more time I’m just giving up on Bank of America 🌚🥴,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",0.34,POSITIVE
85,85,UniFrases - www.unifrases.com,133320,3165,0,Brazil,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
86,86,tbmvb,142981,1147,0,são paulo/sp/br,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
87,87,Sybil Luddington #WallOfWomen #WeAreTheStorm,539042,10782,0,"Take the North Star, turn left","The powers that be are allowing the worst criminals in American history to torture, abuse &amp; murder millions of peop… https://t.co/k1IIbAqbbH","{'neg': 0.563, 'neu': 0.437, 'pos': 0.0, 'compound': -0.9705}",-0.9705,NEGATIVE
88,88,Kevin Fjelsted,134331,3823,0,"St. Paul, Minnesota","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
89,89,aegns,5388,1437,36,,"girls wearing matrix coats to bank of america on a wednesday be like ""21, she/her, mtf 🏳️‍⚧️"" in bio like yeah we can tell 🙄","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.7351}",0.7351,POSITIVE
90,90,Common Law 1215,43229,1769,0,,"THINK FINANCE ✅ 
Andrew Hamilton &amp; Donald Trump Kingdom of Scotland 
EVERY 7 yr - 70yr cycles

The same WRECKING CR… https://t.co/WFHqusDrTz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
91,91,Hodl & Shill,401,86,0,,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
92,92,Marcos Rogerio,5160,118,0,,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
93,93,@PhoebeS,18420,7,0,,Jeannie Piedmonte Lehman had to go all the way to the Bank of China to get a mortgage on her Daddy's House in Brook… https://t.co/XcyuF64Z6S,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
94,94,drew42OSU,18248,577,0,"Ohio, USA","RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
95,95,Bank of America Help,903234,126936,0,https://bit.ly/2U2HFX9,"@TheBxLegend68 Hi Marcus, we're very sorry to hear this and would like to see how we can help. If you happen to hav… https://t.co/ld1sHzQ4WO","{'neg': 0.057, 'neu': 0.756, 'pos': 0.187, 'compound': 0.5584}",0.5584,POSITIVE
96,96,Aloysius,182264,1320,0,,"RT @MarketWatch: The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
97,97,MarketWatch,355068,4148427,36,"New York, NY","The price of a 15-pound turkey has almost doubled in the past three years, a chart from Bank of America shows.

https://t.co/2AWbmcFpIQ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
98,98,Mi! / 💚🇧🇷,200596,47215,0,São Paulo / SP,"RT @govbrazil: BNDES, Brazil’s major development bank, invested around R$ 200 million in sustainable development in the last 10 years, prev…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
99,99,Dan The Man Smith,118207,2650,0,Regina,RT @jay_jdavis: I’ll bet only poor people get charged the Bank of America $12.00 balance inquiry fee.,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.5994}",-0.5994,NEGATIVE
100,100,☔THE.BIG.DOG,886,1895,0,South Africa,"RT @BitcoinMagazine: Bank of America COO on #Bitcoin: It's a ""global store of value."" https://t.co/yt2Xtr5VCD","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
101,101,Tony Edward - Thinking Crypto YouTube & podcast,92215,9834,0,Moon,RT @CoinDesk: NEW: @BankofAmerica analysts are now tracking a total of 43 publicly traded companies that may benefit from exposure to digit…,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4588}",0.4588,POSITIVE
